date,day_of_week,month,year,region_Basel,region_Bern,region_Geneva,region_Lausanne,region_Zurich,transport_type_Boat,transport_type_Bus,transport_type_Train,transport_type_Tram,predicted_users,region,transport_type
2024-01-02,1,1,2024,False,False,False,False,True,False,True,False,False,1010.6847,Zurich,Bus
2024-01-02,1,1,2024,False,False,False,False,True,False,False,False,True,1016.2499,Zurich,Tram
2024-01-02,1,1,2024,False,False,False,False,True,True,False,False,False,1021.491,Zurich,Boat
2024-01-02,1,1,2024,False,False,True,False,False,False,False,True,False,1009.5892,Geneva,Train
2024-01-02,1,1,2024,False,False,True,False,False,False,True,False,False,1026.2728,Geneva,Bus
2024-01-02,1,1,2024,False,False,True,False,False,False,False,False,True,1019.5623,Geneva,Tram
2024-01-02,1,1,2024,False,False,True,False,False,True,False,False,False,1017.4699,Geneva,Boat
2024-01-02,1,1,2024,True,False,False,False,False,False,False,True,False,1009.97723,Basel,Train
2024-01-02,1,1,2024,True,False,False,False,False,False,True,False,False,1011.81915,Basel,Bus
2024-01-02,1,1,2024,True,False,False,False,False,False,False,False,True,1010.2325,Basel,Tram
2024-01-02,1,1,2024,True,False,False,False,False,True,False,False,False,1016.0553,Basel,Boat
2024-01-02,1,1,2024,False,True,False,False,False,False,False,True,False,1010.17505,Bern,Train
2024-01-02,1,1,2024,False,True,False,False,False,False,True,False,False,1026.6212,Bern,Bus
2024-01-02,1,1,2024,False,True,False,False,False,False,False,False,True,1020.45026,Bern,Tram
2024-01-02,1,1,2024,False,True,False,False,False,True,False,False,False,1033.2549,Bern,Boat
2024-01-02,1,1,2024,False,False,False,True,False,False,False,True,False,1008.1608,Lausanne,Train
2024-01-02,1,1,2024,False,False,False,True,False,False,True,False,False,1019.5548,Lausanne,Bus
2024-01-02,1,1,2024,False,False,False,True,False,False,False,False,True,1018.84033,Lausanne,Tram
2024-01-02,1,1,2024,False,False,False,True,False,True,False,False,False,1008.30707,Lausanne,Boat
2024-01-03,2,1,2024,False,False,False,False,True,False,False,True,False,1001.7429,Zurich,Train
2024-01-03,2,1,2024,False,False,False,False,True,False,True,False,False,1010.0155,Zurich,Bus
2024-01-03,2,1,2024,False,False,False,False,True,False,False,False,True,1012.4278,Zurich,Tram
2024-01-03,2,1,2024,False,False,False,False,True,True,False,False,False,1017.2818,Zurich,Boat
2024-01-03,2,1,2024,False,False,True,False,False,False,False,True,False,1008.3905,Geneva,Train
2024-01-03,2,1,2024,False,False,True,False,False,False,True,False,False,1022.8221,Geneva,Bus
2024-01-03,2,1,2024,False,False,True,False,False,False,False,False,True,1016.329,Geneva,Tram
2024-01-03,2,1,2024,False,False,True,False,False,True,False,False,False,1013.618,Geneva,Boat
2024-01-03,2,1,2024,True,False,False,False,False,False,False,True,False,1007.6455,Basel,Train
2024-01-03,2,1,2024,True,False,False,False,False,False,True,False,False,1009.137,Basel,Bus
2024-01-03,2,1,2024,True,False,False,False,False,False,False,False,True,1009.37054,Basel,Tram
2024-01-03,2,1,2024,True,False,False,False,False,True,False,False,False,1012.6345,Basel,Boat
2024-01-03,2,1,2024,False,True,False,False,False,False,False,True,False,1007.41064,Bern,Train
2024-01-03,2,1,2024,False,True,False,False,False,False,True,False,False,1024.3599,Bern,Bus
2024-01-03,2,1,2024,False,True,False,False,False,False,False,False,True,1016.1825,Bern,Tram
2024-01-03,2,1,2024,False,True,False,False,False,True,False,False,False,1031.021,Bern,Boat
2024-01-03,2,1,2024,False,False,False,True,False,False,False,True,False,1004.8944,Lausanne,Train
2024-01-03,2,1,2024,False,False,False,True,False,False,True,False,False,1016.0341,Lausanne,Bus
2024-01-03,2,1,2024,False,False,False,True,False,False,False,False,True,1015.54095,Lausanne,Tram
2024-01-03,2,1,2024,False,False,False,True,False,True,False,False,False,1006.2356,Lausanne,Boat
2024-01-04,3,1,2024,False,False,False,False,True,False,False,True,False,1002.0862,Zurich,Train
2024-01-04,3,1,2024,False,False,False,False,True,False,True,False,False,1010.59467,Zurich,Bus
2024-01-04,3,1,2024,False,False,False,False,True,False,False,False,True,1009.639,Zurich,Tram
2024-01-04,3,1,2024,False,False,False,False,True,True,False,False,False,1014.7914,Zurich,Boat
2024-01-04,3,1,2024,False,False,True,False,False,False,False,True,False,1007.76624,Geneva,Train
2024-01-04,3,1,2024,False,False,True,False,False,False,True,False,False,1021.28656,Geneva,Bus
2024-01-04,3,1,2024,False,False,True,False,False,False,False,False,True,1015.4883,Geneva,Tram
2024-01-04,3,1,2024,False,False,True,False,False,True,False,False,False,1011.51953,Geneva,Boat
2024-01-04,3,1,2024,True,False,False,False,False,False,False,True,False,1005.43695,Basel,Train
2024-01-04,3,1,2024,True,False,False,False,False,False,True,False,False,1007.17944,Basel,Bus
2024-01-04,3,1,2024,True,False,False,False,False,False,False,False,True,1009.36896,Basel,Tram
2024-01-04,3,1,2024,True,False,False,False,False,True,False,False,False,1010.04865,Basel,Boat
2024-01-04,3,1,2024,False,True,False,False,False,False,False,True,False,1006.92725,Bern,Train
2024-01-04,3,1,2024,False,True,False,False,False,False,True,False,False,1022.9905,Bern,Bus
2024-01-04,3,1,2024,False,True,False,False,False,False,False,False,True,1012.3711,Bern,Tram
2024-01-04,3,1,2024,False,True,False,False,False,True,False,False,False,1029.6439,Bern,Boat
2024-01-04,3,1,2024,False,False,False,True,False,False,False,True,False,1003.6283,Lausanne,Train
2024-01-04,3,1,2024,False,False,False,True,False,False,True,False,False,1014.1997,Lausanne,Bus
2024-01-04,3,1,2024,False,False,False,True,False,False,False,False,True,1013.58936,Lausanne,Tram
2024-01-04,3,1,2024,False,False,False,True,False,True,False,False,False,1004.51355,Lausanne,Boat
2024-01-05,4,1,2024,False,False,False,False,True,False,False,True,False,1002.4295,Zurich,Train
2024-01-05,4,1,2024,False,False,False,False,True,False,True,False,False,1011.83856,Zurich,Bus
2024-01-05,4,1,2024,False,False,False,False,True,False,False,False,True,1007.32495,Zurich,Tram
2024-01-05,4,1,2024,False,False,False,False,True,True,False,False,False,1012.8977,Zurich,Boat
2024-01-05,4,1,2024,False,False,True,False,False,False,False,True,False,1007.81506,Geneva,Train
2024-01-05,4,1,2024,False,False,True,False,False,False,True,False,False,1021.55865,Geneva,Bus
2024-01-05,4,1,2024,False,False,True,False,False,False,False,False,True,1015.5877,Geneva,Tram
2024-01-05,4,1,2024,False,False,True,False,False,True,False,False,False,1010.6339,Geneva,Boat
2024-01-05,4,1,2024,True,False,False,False,False,False,False,True,False,1004.3551,Basel,Train
2024-01-05,4,1,2024,True,False,False,False,False,False,True,False,False,1007.4651,Basel,Bus
2024-01-05,4,1,2024,True,False,False,False,False,False,False,False,True,1011.20703,Basel,Tram
2024-01-05,4,1,2024,True,False,False,False,False,True,False,False,False,1007.9438,Basel,Boat
2024-01-05,4,1,2024,False,True,False,False,False,False,False,True,False,1008.1804,Bern,Train
2024-01-05,4,1,2024,False,True,False,False,False,False,True,False,False,1022.01764,Bern,Bus
2024-01-05,4,1,2024,False,True,False,False,False,False,False,False,True,1010.28436,Bern,Tram
2024-01-05,4,1,2024,False,True,False,False,False,True,False,False,False,1029.5995,Bern,Boat
2024-01-05,4,1,2024,False,False,False,True,False,False,False,True,False,1003.3356,Lausanne,Train
2024-01-05,4,1,2024,False,False,False,True,False,False,True,False,False,1013.87805,Lausanne,Bus
2024-01-05,4,1,2024,False,False,False,True,False,False,False,False,True,1013.02405,Lausanne,Tram
2024-01-05,4,1,2024,False,False,False,True,False,True,False,False,False,1003.33923,Lausanne,Boat
2024-01-06,5,1,2024,False,False,False,False,True,False,False,True,False,1003.8147,Zurich,Train
2024-01-06,5,1,2024,False,False,False,False,True,False,True,False,False,1013.4873,Zurich,Bus
2024-01-06,5,1,2024,False,False,False,False,True,False,False,False,True,1006.17474,Zurich,Tram
2024-01-06,5,1,2024,False,False,False,False,True,True,False,False,False,1013.6113,Zurich,Boat
2024-01-06,5,1,2024,False,False,True,False,False,False,False,True,False,1009.854,Geneva,Train
2024-01-06,5,1,2024,False,False,True,False,False,False,True,False,False,1023.8773,Geneva,Bus
2024-01-06,5,1,2024,False,False,True,False,False,False,False,False,True,1018.18286,Geneva,Tram
2024-01-06,5,1,2024,False,False,True,False,False,True,False,False,False,1011.64233,Geneva,Boat
2024-01-06,5,1,2024,True,False,False,False,False,False,False,True,False,1005.0304,Basel,Train
2024-01-06,5,1,2024,True,False,False,False,False,False,True,False,False,1008.2844,Basel,Bus
2024-01-06,5,1,2024,True,False,False,False,False,False,False,False,True,1013.61633,Basel,Tram
2024-01-06,5,1,2024,True,False,False,False,False,True,False,False,False,1007.74963,Basel,Boat
2024-01-06,5,1,2024,False,True,False,False,False,False,False,True,False,1011.1084,Bern,Train
2024-01-06,5,1,2024,False,True,False,False,False,False,True,False,False,1022.6332,Bern,Bus
2024-01-06,5,1,2024,False,True,False,False,False,False,False,False,True,1010.0834,Bern,Tram
2024-01-06,5,1,2024,False,True,False,False,False,True,False,False,False,1029.7612,Bern,Boat
2024-01-06,5,1,2024,False,False,False,True,False,False,False,True,False,1004.406,Lausanne,Train
2024-01-06,5,1,2024,False,False,False,True,False,False,True,False,False,1014.7821,Lausanne,Bus
2024-01-06,5,1,2024,False,False,False,True,False,False,False,False,True,1013.2658,Lausanne,Tram
2024-01-06,5,1,2024,False,False,False,True,False,True,False,False,False,1002.6711,Lausanne,Boat
2024-01-07,6,1,2024,False,False,False,False,True,False,False,True,False,1008.4798,Zurich,Train
2024-01-07,6,1,2024,False,False,False,False,True,False,True,False,False,1016.0842,Zurich,Bus
2024-01-07,6,1,2024,False,False,False,False,True,False,False,False,True,1006.7794,Zurich,Tram
2024-01-07,6,1,2024,False,False,False,False,True,True,False,False,False,1016.7345,Zurich,Boat
2024-01-07,6,1,2024,False,False,True,False,False,False,False,True,False,1013.8568,Geneva,Train
2024-01-07,6,1,2024,False,False,True,False,False,False,True,False,False,1028.5298,Geneva,Bus
2024-01-07,6,1,2024,False,False,True,False,False,False,False,False,True,1021.40686,Geneva,Tram
2024-01-07,6,1,2024,False,False,True,False,False,True,False,False,False,1014.8083,Geneva,Boat
2024-01-07,6,1,2024,True,False,False,False,False,False,False,True,False,1007.2042,Basel,Train
2024-01-07,6,1,2024,True,False,False,False,False,False,True,False,False,1011.34314,Basel,Bus
2024-01-07,6,1,2024,True,False,False,False,False,False,False,False,True,1016.93634,Basel,Tram
2024-01-07,6,1,2024,True,False,False,False,False,True,False,False,False,1010.4176,Basel,Boat
2024-01-07,6,1,2024,False,True,False,False,False,False,False,True,False,1017.17194,Bern,Train
2024-01-07,6,1,2024,False,True,False,False,False,False,True,False,False,1027.0587,Bern,Bus
2024-01-07,6,1,2024,False,True,False,False,False,False,False,False,True,1011.47473,Bern,Tram
2024-01-07,6,1,2024,False,True,False,False,False,True,False,False,False,1030.466,Bern,Boat
2024-01-07,6,1,2024,False,False,False,True,False,False,False,True,False,1006.77466,Lausanne,Train
2024-01-07,6,1,2024,False,False,False,True,False,False,True,False,False,1017.54517,Lausanne,Bus
2024-01-07,6,1,2024,False,False,False,True,False,False,False,False,True,1015.6331,Lausanne,Tram
2024-01-07,6,1,2024,False,False,False,True,False,True,False,False,False,1004.2543,Lausanne,Boat
2024-01-08,0,1,2024,False,False,False,False,True,False,False,True,False,1008.7825,Zurich,Train
2024-01-08,0,1,2024,False,False,False,False,True,False,True,False,False,1012.0029,Zurich,Bus
2024-01-08,0,1,2024,False,False,False,False,True,False,False,False,True,1020.46826,Zurich,Tram
2024-01-08,0,1,2024,False,False,False,False,True,True,False,False,False,1027.6929,Zurich,Boat
2024-01-08,0,1,2024,False,False,True,False,False,False,False,True,False,1012.5819,Geneva,Train
2024-01-08,0,1,2024,False,False,True,False,False,False,True,False,False,1031.5062,Geneva,Bus
2024-01-08,0,1,2024,False,False,True,False,False,False,False,False,True,1024.4952,Geneva,Tram
2024-01-08,0,1,2024,False,False,True,False,False,True,False,False,False,1024.0608,Geneva,Boat
2024-01-08,0,1,2024,True,False,False,False,False,False,False,True,False,1013.33734,Basel,Train
2024-01-08,0,1,2024,True,False,False,False,False,False,True,False,False,1015.9995,Basel,Bus
2024-01-08,0,1,2024,True,False,False,False,False,False,False,False,True,1013.45166,Basel,Tram
2024-01-08,0,1,2024,True,False,False,False,False,True,False,False,False,1019.8723,Basel,Boat
2024-01-08,0,1,2024,False,True,False,False,False,False,False,True,False,1014.56177,Bern,Train
2024-01-08,0,1,2024,False,True,False,False,False,False,True,False,False,1029.7124,Bern,Bus
2024-01-08,0,1,2024,False,True,False,False,False,False,False,False,True,1024.9042,Bern,Tram
2024-01-08,0,1,2024,False,True,False,False,False,True,False,False,False,1035.611,Bern,Boat
2024-01-08,0,1,2024,False,False,False,True,False,False,False,True,False,1014.044,Lausanne,Train
2024-01-08,0,1,2024,False,False,False,True,False,False,True,False,False,1024.7748,Lausanne,Bus
2024-01-08,0,1,2024,False,False,False,True,False,False,False,False,True,1026.331,Lausanne,Tram
2024-01-08,0,1,2024,False,False,False,True,False,True,False,False,False,1011.7361,Lausanne,Boat
2024-01-09,1,1,2024,False,False,False,False,True,False,False,True,False,1003.886,Zurich,Train
2024-01-09,1,1,2024,False,False,False,False,True,False,True,False,False,1010.6847,Zurich,Bus
2024-01-09,1,1,2024,False,False,False,False,True,False,False,False,True,1016.2499,Zurich,Tram
2024-01-09,1,1,2024,False,False,False,False,True,True,False,False,False,1021.491,Zurich,Boat
2024-01-09,1,1,2024,False,False,True,False,False,False,False,True,False,1009.5892,Geneva,Train
2024-01-09,1,1,2024,False,False,True,False,False,False,True,False,False,1026.2728,Geneva,Bus
2024-01-09,1,1,2024,False,False,True,False,False,False,False,False,True,1019.5623,Geneva,Tram
2024-01-09,1,1,2024,False,False,True,False,False,True,False,False,False,1017.4699,Geneva,Boat
2024-01-09,1,1,2024,True,False,False,False,False,False,False,True,False,1009.97723,Basel,Train
2024-01-09,1,1,2024,True,False,False,False,False,False,True,False,False,1011.81915,Basel,Bus
2024-01-09,1,1,2024,True,False,False,False,False,False,False,False,True,1010.2325,Basel,Tram
2024-01-09,1,1,2024,True,False,False,False,False,True,False,False,False,1016.0553,Basel,Boat
2024-01-09,1,1,2024,False,True,False,False,False,False,False,True,False,1010.17505,Bern,Train
2024-01-09,1,1,2024,False,True,False,False,False,False,True,False,False,1026.6212,Bern,Bus
2024-01-09,1,1,2024,False,True,False,False,False,False,False,False,True,1020.45026,Bern,Tram
2024-01-09,1,1,2024,False,True,False,False,False,True,False,False,False,1033.2549,Bern,Boat
2024-01-09,1,1,2024,False,False,False,True,False,False,False,True,False,1008.1608,Lausanne,Train
2024-01-09,1,1,2024,False,False,False,True,False,False,True,False,False,1019.5548,Lausanne,Bus
2024-01-09,1,1,2024,False,False,False,True,False,False,False,False,True,1018.84033,Lausanne,Tram
2024-01-09,1,1,2024,False,False,False,True,False,True,False,False,False,1008.30707,Lausanne,Boat
2024-01-10,2,1,2024,False,False,False,False,True,False,False,True,False,1001.7429,Zurich,Train
2024-01-10,2,1,2024,False,False,False,False,True,False,True,False,False,1010.0155,Zurich,Bus
2024-01-10,2,1,2024,False,False,False,False,True,False,False,False,True,1012.4278,Zurich,Tram
2024-01-10,2,1,2024,False,False,False,False,True,True,False,False,False,1017.2818,Zurich,Boat
2024-01-10,2,1,2024,False,False,True,False,False,False,False,True,False,1008.3905,Geneva,Train
2024-01-10,2,1,2024,False,False,True,False,False,False,True,False,False,1022.8221,Geneva,Bus
2024-01-10,2,1,2024,False,False,True,False,False,False,False,False,True,1016.329,Geneva,Tram
2024-01-10,2,1,2024,False,False,True,False,False,True,False,False,False,1013.618,Geneva,Boat
2024-01-10,2,1,2024,True,False,False,False,False,False,False,True,False,1007.6455,Basel,Train
2024-01-10,2,1,2024,True,False,False,False,False,False,True,False,False,1009.137,Basel,Bus
2024-01-10,2,1,2024,True,False,False,False,False,False,False,False,True,1009.37054,Basel,Tram
2024-01-10,2,1,2024,True,False,False,False,False,True,False,False,False,1012.6345,Basel,Boat
2024-01-10,2,1,2024,False,True,False,False,False,False,False,True,False,1007.41064,Bern,Train
2024-01-10,2,1,2024,False,True,False,False,False,False,True,False,False,1024.3599,Bern,Bus
2024-01-10,2,1,2024,False,True,False,False,False,False,False,False,True,1016.1825,Bern,Tram
2024-01-10,2,1,2024,False,True,False,False,False,True,False,False,False,1031.021,Bern,Boat
2024-01-10,2,1,2024,False,False,False,True,False,False,False,True,False,1004.8944,Lausanne,Train
2024-01-10,2,1,2024,False,False,False,True,False,False,True,False,False,1016.0341,Lausanne,Bus
2024-01-10,2,1,2024,False,False,False,True,False,False,False,False,True,1015.54095,Lausanne,Tram
2024-01-10,2,1,2024,False,False,False,True,False,True,False,False,False,1006.2356,Lausanne,Boat
2024-01-11,3,1,2024,False,False,False,False,True,False,False,True,False,1002.0862,Zurich,Train
2024-01-11,3,1,2024,False,False,False,False,True,False,True,False,False,1010.59467,Zurich,Bus
2024-01-11,3,1,2024,False,False,False,False,True,False,False,False,True,1009.6389,Zurich,Tram
2024-01-11,3,1,2024,False,False,False,False,True,True,False,False,False,1014.7914,Zurich,Boat
2024-01-11,3,1,2024,False,False,True,False,False,False,False,True,False,1007.76624,Geneva,Train
2024-01-11,3,1,2024,False,False,True,False,False,False,True,False,False,1021.28656,Geneva,Bus
2024-01-11,3,1,2024,False,False,True,False,False,False,False,False,True,1015.4883,Geneva,Tram
2024-01-11,3,1,2024,False,False,True,False,False,True,False,False,False,1011.51953,Geneva,Boat
2024-01-11,3,1,2024,True,False,False,False,False,False,False,True,False,1005.43695,Basel,Train
2024-01-11,3,1,2024,True,False,False,False,False,False,True,False,False,1007.17944,Basel,Bus
2024-01-11,3,1,2024,True,False,False,False,False,False,False,False,True,1009.36896,Basel,Tram
2024-01-11,3,1,2024,True,False,False,False,False,True,False,False,False,1010.04865,Basel,Boat
2024-01-11,3,1,2024,False,True,False,False,False,False,False,True,False,1006.92725,Bern,Train
2024-01-11,3,1,2024,False,True,False,False,False,False,True,False,False,1022.9905,Bern,Bus
2024-01-11,3,1,2024,False,True,False,False,False,False,False,False,True,1012.3711,Bern,Tram
2024-01-11,3,1,2024,False,True,False,False,False,True,False,False,False,1029.6439,Bern,Boat
2024-01-11,3,1,2024,False,False,False,True,False,False,False,True,False,1003.6283,Lausanne,Train
2024-01-11,3,1,2024,False,False,False,True,False,False,True,False,False,1014.1997,Lausanne,Bus
2024-01-11,3,1,2024,False,False,False,True,False,False,False,False,True,1013.58936,Lausanne,Tram
2024-01-11,3,1,2024,False,False,False,True,False,True,False,False,False,1004.51355,Lausanne,Boat
2024-01-12,4,1,2024,False,False,False,False,True,False,False,True,False,1002.4295,Zurich,Train
2024-01-12,4,1,2024,False,False,False,False,True,False,True,False,False,1011.83856,Zurich,Bus
2024-01-12,4,1,2024,False,False,False,False,True,False,False,False,True,1007.32495,Zurich,Tram
2024-01-12,4,1,2024,False,False,False,False,True,True,False,False,False,1012.8977,Zurich,Boat
2024-01-12,4,1,2024,False,False,True,False,False,False,False,True,False,1007.81506,Geneva,Train
2024-01-12,4,1,2024,False,False,True,False,False,False,True,False,False,1021.55865,Geneva,Bus
2024-01-12,4,1,2024,False,False,True,False,False,False,False,False,True,1015.5877,Geneva,Tram
2024-01-12,4,1,2024,False,False,True,False,False,True,False,False,False,1010.6339,Geneva,Boat
2024-01-12,4,1,2024,True,False,False,False,False,False,False,True,False,1004.3551,Basel,Train
2024-01-12,4,1,2024,True,False,False,False,False,False,True,False,False,1007.4651,Basel,Bus
2024-01-12,4,1,2024,True,False,False,False,False,False,False,False,True,1011.20703,Basel,Tram
2024-01-12,4,1,2024,True,False,False,False,False,True,False,False,False,1007.9438,Basel,Boat
2024-01-12,4,1,2024,False,True,False,False,False,False,False,True,False,1008.1804,Bern,Train
2024-01-12,4,1,2024,False,True,False,False,False,False,True,False,False,1022.01764,Bern,Bus
2024-01-12,4,1,2024,False,True,False,False,False,False,False,False,True,1010.2843,Bern,Tram
2024-01-12,4,1,2024,False,True,False,False,False,True,False,False,False,1029.5995,Bern,Boat
2024-01-12,4,1,2024,False,False,False,True,False,False,False,True,False,1003.3356,Lausanne,Train
2024-01-12,4,1,2024,False,False,False,True,False,False,True,False,False,1013.87805,Lausanne,Bus
2024-01-12,4,1,2024,False,False,False,True,False,False,False,False,True,1013.02405,Lausanne,Tram
2024-01-12,4,1,2024,False,False,False,True,False,True,False,False,False,1003.33923,Lausanne,Boat
2024-01-13,5,1,2024,False,False,False,False,True,False,False,True,False,1003.8147,Zurich,Train
2024-01-13,5,1,2024,False,False,False,False,True,False,True,False,False,1013.4873,Zurich,Bus
2024-01-13,5,1,2024,False,False,False,False,True,False,False,False,True,1006.17474,Zurich,Tram
2024-01-13,5,1,2024,False,False,False,False,True,True,False,False,False,1013.6113,Zurich,Boat
2024-01-13,5,1,2024,False,False,True,False,False,False,False,True,False,1009.854,Geneva,Train
2024-01-13,5,1,2024,False,False,True,False,False,False,True,False,False,1023.8773,Geneva,Bus
2024-01-13,5,1,2024,False,False,True,False,False,False,False,False,True,1018.18286,Geneva,Tram
2024-01-13,5,1,2024,False,False,True,False,False,True,False,False,False,1011.64233,Geneva,Boat
2024-01-13,5,1,2024,True,False,False,False,False,False,False,True,False,1005.0304,Basel,Train
2024-01-13,5,1,2024,True,False,False,False,False,False,True,False,False,1008.2844,Basel,Bus
2024-01-13,5,1,2024,True,False,False,False,False,False,False,False,True,1013.61633,Basel,Tram
2024-01-13,5,1,2024,True,False,False,False,False,True,False,False,False,1007.74963,Basel,Boat
2024-01-13,5,1,2024,False,True,False,False,False,False,False,True,False,1011.1084,Bern,Train
2024-01-13,5,1,2024,False,True,False,False,False,False,True,False,False,1022.6332,Bern,Bus
2024-01-13,5,1,2024,False,True,False,False,False,False,False,False,True,1010.0834,Bern,Tram
2024-01-13,5,1,2024,False,True,False,False,False,True,False,False,False,1029.7611,Bern,Boat
2024-01-13,5,1,2024,False,False,False,True,False,False,False,True,False,1004.406,Lausanne,Train
2024-01-13,5,1,2024,False,False,False,True,False,False,True,False,False,1014.7821,Lausanne,Bus
2024-01-13,5,1,2024,False,False,False,True,False,False,False,False,True,1013.2658,Lausanne,Tram
2024-01-13,5,1,2024,False,False,False,True,False,True,False,False,False,1002.6711,Lausanne,Boat
2024-01-14,6,1,2024,False,False,False,False,True,False,False,True,False,1008.4798,Zurich,Train
2024-01-14,6,1,2024,False,False,False,False,True,False,True,False,False,1016.0842,Zurich,Bus
2024-01-14,6,1,2024,False,False,False,False,True,False,False,False,True,1006.7794,Zurich,Tram
2024-01-14,6,1,2024,False,False,False,False,True,True,False,False,False,1016.7345,Zurich,Boat
2024-01-14,6,1,2024,False,False,True,False,False,False,False,True,False,1013.8568,Geneva,Train
2024-01-14,6,1,2024,False,False,True,False,False,False,True,False,False,1028.5298,Geneva,Bus
2024-01-14,6,1,2024,False,False,True,False,False,False,False,False,True,1021.407,Geneva,Tram
2024-01-14,6,1,2024,False,False,True,False,False,True,False,False,False,1014.8082,Geneva,Boat
2024-01-14,6,1,2024,True,False,False,False,False,False,False,True,False,1007.2042,Basel,Train
2024-01-14,6,1,2024,True,False,False,False,False,False,True,False,False,1011.34314,Basel,Bus
2024-01-14,6,1,2024,True,False,False,False,False,False,False,False,True,1016.93634,Basel,Tram
2024-01-14,6,1,2024,True,False,False,False,False,True,False,False,False,1010.4176,Basel,Boat
2024-01-14,6,1,2024,False,True,False,False,False,False,False,True,False,1017.17194,Bern,Train
2024-01-14,6,1,2024,False,True,False,False,False,False,True,False,False,1027.0587,Bern,Bus
2024-01-14,6,1,2024,False,True,False,False,False,False,False,False,True,1011.47473,Bern,Tram
2024-01-14,6,1,2024,False,True,False,False,False,True,False,False,False,1030.466,Bern,Boat
2024-01-14,6,1,2024,False,False,False,True,False,False,False,True,False,1006.77466,Lausanne,Train
2024-01-14,6,1,2024,False,False,False,True,False,False,True,False,False,1017.54517,Lausanne,Bus
2024-01-14,6,1,2024,False,False,False,True,False,False,False,False,True,1015.6331,Lausanne,Tram
2024-01-14,6,1,2024,False,False,False,True,False,True,False,False,False,1004.2543,Lausanne,Boat
2024-01-15,0,1,2024,False,False,False,False,True,False,False,True,False,1008.7825,Zurich,Train
2024-01-15,0,1,2024,False,False,False,False,True,False,True,False,False,1012.0029,Zurich,Bus
2024-01-15,0,1,2024,False,False,False,False,True,False,False,False,True,1020.46826,Zurich,Tram
2024-01-15,0,1,2024,False,False,False,False,True,True,False,False,False,1027.6929,Zurich,Boat
2024-01-15,0,1,2024,False,False,True,False,False,False,False,True,False,1012.5819,Geneva,Train
2024-01-15,0,1,2024,False,False,True,False,False,False,True,False,False,1031.5062,Geneva,Bus
2024-01-15,0,1,2024,False,False,True,False,False,False,False,False,True,1024.4952,Geneva,Tram
2024-01-15,0,1,2024,False,False,True,False,False,True,False,False,False,1024.0608,Geneva,Boat
2024-01-15,0,1,2024,True,False,False,False,False,False,False,True,False,1013.33734,Basel,Train
2024-01-15,0,1,2024,True,False,False,False,False,False,True,False,False,1015.9995,Basel,Bus
2024-01-15,0,1,2024,True,False,False,False,False,False,False,False,True,1013.45166,Basel,Tram
2024-01-15,0,1,2024,True,False,False,False,False,True,False,False,False,1019.8723,Basel,Boat
2024-01-15,0,1,2024,False,True,False,False,False,False,False,True,False,1014.56177,Bern,Train
2024-01-15,0,1,2024,False,True,False,False,False,False,True,False,False,1029.7124,Bern,Bus
2024-01-15,0,1,2024,False,True,False,False,False,False,False,False,True,1024.9042,Bern,Tram
2024-01-15,0,1,2024,False,True,False,False,False,True,False,False,False,1035.611,Bern,Boat
2024-01-15,0,1,2024,False,False,False,True,False,False,False,True,False,1014.044,Lausanne,Train
