date,region,transport_type,users,temperature,precipitation
2021-01-03,Geneva,Boat,1019,24.787379841057398,8.847648222993799
2021-01-03,Basel,Train,1032,24.787379841057398,8.847648222993799
2021-01-03,Basel,Bus,1043,24.787379841057398,8.847648222993799
2021-01-03,Basel,Tram,1043,24.787379841057398,8.847648222993799
2021-01-03,Basel,Boat,1021,24.787379841057398,8.847648222993799
2021-01-03,Bern,Train,1077,24.787379841057398,8.847648222993799
2021-01-03,Bern,Bus,993,24.787379841057398,8.847648222993799
2021-01-03,Bern,Tram,1015,24.787379841057398,8.847648222993799
2021-01-03,Bern,Boat,1011,24.787379841057398,8.847648222993799
2021-01-03,Lausanne,Train,960,24.787379841057398,8.847648222993799
2021-01-03,Lausanne,Bus,1006,24.787379841057398,8.847648222993799
2021-01-03,Lausanne,Tram,1007,24.787379841057398,8.847648222993799
2021-01-03,Lausanne,Boat,1014,24.787379841057398,8.847648222993799
2021-01-04,Zurich,Train,1047,37.40893199201458,7.019775951661972
2021-01-04,Zurich,Bus,994,37.40893199201458,7.019775951661972
2021-01-04,Zurich,Tram,1031,37.40893199201458,7.019775951661972
2021-01-04,Zurich,Boat,952,37.40893199201458,7.019775951661972
2021-01-04,Geneva,Train,962,37.40893199201458,7.019775951661972
2021-01-04,Geneva,Bus,965,37.40893199201458,7.019775951661972
2021-01-04,Geneva,Tram,958,37.40893199201458,7.019775951661972
2021-01-04,Geneva,Boat,1031,37.40893199201458,7.019775951661972
2021-01-04,Basel,Train,992,37.40893199201458,7.019775951661972
2021-01-04,Basel,Bus,1018,37.40893199201458,7.019775951661972
2021-01-04,Basel,Tram,1021,37.40893199201458,7.019775951661972
2021-01-04,Basel,Boat,1022,37.40893199201458,7.019775951661972
2021-01-04,Bern,Train,1002,37.40893199201458,7.019775951661972
2021-01-04,Bern,Bus,970,37.40893199201458,7.019775951661972
2021-01-04,Bern,Tram,1029,37.40893199201458,7.019775951661972
2021-01-04,Bern,Boat,986,37.40893199201458,7.019775951661972
2021-01-04,Lausanne,Train,1019,37.40893199201458,7.019775951661972
2021-01-04,Lausanne,Bus,965,37.40893199201458,7.019775951661972
2021-01-04,Lausanne,Tram,1007,37.40893199201458,7.019775951661972
2021-01-04,Lausanne,Boat,1061,37.40893199201458,7.019775951661972
2021-01-05,Zurich,Train,1003,33.675579901499674,4.896849123645492
2021-01-05,Zurich,Bus,1022,33.675579901499674,4.896849123645492
2021-01-05,Zurich,Tram,991,33.675579901499674,4.896849123645492
2021-01-05,Zurich,Boat,1023,33.675579901499674,4.896849123645492
2021-01-05,Geneva,Train,973,33.675579901499674,4.896849123645492
2021-01-05,Geneva,Bus,934,33.675579901499674,4.896849123645492
2021-01-05,Geneva,Tram,982,33.675579901499674,4.896849123645492
2021-01-05,Geneva,Boat,989,33.675579901499674,4.896849123645492
2021-01-05,Basel,Train,1017,33.675579901499674,4.896849123645492
2021-01-05,Basel,Bus,1003,33.675579901499674,4.896849123645492
2021-01-05,Basel,Tram,1015,33.675579901499674,4.896849123645492
2021-01-05,Basel,Boat,983,33.675579901499674,4.896849123645492
2021-01-05,Bern,Train,1008,33.675579901499674,4.896849123645492
2021-01-05,Bern,Bus,1012,33.675579901499674,4.896849123645492
2021-01-05,Bern,Tram,978,33.675579901499674,4.896849123645492
2021-01-05,Bern,Boat,1017,33.675579901499674,4.896849123645492
2021-01-05,Lausanne,Train,1069,33.675579901499674,4.896849123645492
2021-01-05,Lausanne,Bus,976,33.675579901499674,4.896849123645492
2021-01-05,Lausanne,Tram,1002,33.675579901499674,4.896849123645492
2021-01-05,Lausanne,Boat,971,33.675579901499674,4.896849123645492
2021-01-06,Zurich,Train,988,5.22722120123589,1.3168728181445688
2021-01-06,Zurich,Bus,979,5.22722120123589,1.3168728181445688
2021-01-06,Zurich,Tram,1040,5.22722120123589,1.3168728181445688
2021-01-06,Zurich,Boat,1001,5.22722120123589,1.3168728181445688
2021-01-06,Geneva,Train,1020,5.22722120123589,1.3168728181445688
2021-01-06,Geneva,Bus,1006,5.22722120123589,1.3168728181445688
2021-01-06,Geneva,Tram,962,5.22722120123589,1.3168728181445688
2021-01-06,Geneva,Boat,987,5.22722120123589,1.3168728181445688
2021-01-06,Basel,Train,1026,5.22722120123589,1.3168728181445688
2021-01-06,Basel,Bus,1049,5.22722120123589,1.3168728181445688
2021-01-06,Basel,Tram,1005,5.22722120123589,1.3168728181445688
2021-01-06,Basel,Boat,1085,5.22722120123589,1.3168728181445688
2021-01-06,Bern,Train,975,5.22722120123589,1.3168728181445688
2021-01-06,Bern,Bus,1016,5.22722120123589,1.3168728181445688
2021-01-06,Bern,Tram,979,5.22722120123589,1.3168728181445688
2021-01-06,Bern,Boat,938,5.22722120123589,1.3168728181445688
2021-01-06,Lausanne,Train,985,5.22722120123589,1.3168728181445688
2021-01-06,Lausanne,Bus,1065,5.22722120123589,1.3168728181445688
2021-01-06,Lausanne,Tram,1012,5.22722120123589,1.3168728181445688
2021-01-06,Lausanne,Boat,980,5.22722120123589,1.3168728181445688
2021-01-07,Zurich,Train,1011,24.50088417525589,3.970136667776334
2021-01-07,Zurich,Bus,986,24.50088417525589,3.970136667776334
2021-01-07,Zurich,Tram,1000,24.50088417525589,3.970136667776334
2021-01-07,Zurich,Boat,988,24.50088417525589,3.970136667776334
2021-01-07,Geneva,Train,1033,24.50088417525589,3.970136667776334
2021-01-07,Geneva,Bus,1001,24.50088417525589,3.970136667776334
2021-01-07,Geneva,Tram,951,24.50088417525589,3.970136667776334
2021-01-07,Geneva,Boat,1050,24.50088417525589,3.970136667776334
2021-01-07,Basel,Train,984,24.50088417525589,3.970136667776334
2021-01-07,Basel,Bus,992,24.50088417525589,3.970136667776334
2021-01-07,Basel,Tram,959,24.50088417525589,3.970136667776334
2021-01-07,Basel,Boat,1021,24.50088417525589,3.970136667776334
2021-01-07,Bern,Train,1026,24.50088417525589,3.970136667776334
2021-01-07,Bern,Bus,945,24.50088417525589,3.970136667776334
2021-01-07,Bern,Tram,1016,24.50088417525589,3.970136667776334
2021-01-07,Bern,Boat,993,24.50088417525589,3.970136667776334
2021-01-07,Lausanne,Train,1039,24.50088417525589,3.970136667776334
2021-01-07,Lausanne,Bus,978,24.50088417525589,3.970136667776334
2021-01-07,Lausanne,Tram,933,24.50088417525589,3.970136667776334
2021-01-07,Lausanne,Boat,977,24.50088417525589,3.970136667776334
2021-01-08,Zurich,Train,1017,13.486427917023022,7.044015394011737
2021-01-08,Zurich,Bus,979,13.486427917023022,7.044015394011737
2021-01-08,Zurich,Tram,967,13.486427917023022,7.044015394011737
2021-01-08,Zurich,Boat,934,13.486427917023022,7.044015394011737
2021-01-08,Geneva,Train,1027,13.486427917023022,7.044015394011737
2021-01-08,Geneva,Bus,977,13.486427917023022,7.044015394011737
2021-01-08,Geneva,Tram,1008,13.486427917023022,7.044015394011737
2021-01-08,Geneva,Boat,988,13.486427917023022,7.044015394011737
2021-01-08,Basel,Train,996,13.486427917023022,7.044015394011737
2021-01-08,Basel,Bus,1030,13.486427917023022,7.044015394011737
2021-01-08,Basel,Tram,1002,13.486427917023022,7.044015394011737
2021-01-08,Basel,Boat,1007,13.486427917023022,7.044015394011737
2021-01-08,Bern,Train,1013,13.486427917023022,7.044015394011737
2021-01-08,Bern,Bus,994,13.486427917023022,7.044015394011737
2021-01-08,Bern,Tram,1003,13.486427917023022,7.044015394011737
2021-01-08,Bern,Boat,979,13.486427917023022,7.044015394011737
2021-01-08,Lausanne,Train,990,13.486427917023022,7.044015394011737
2021-01-08,Lausanne,Bus,968,13.486427917023022,7.044015394011737
2021-01-08,Lausanne,Tram,1004,13.486427917023022,7.044015394011737
2021-01-08,Lausanne,Boat,1043,13.486427917023022,7.044015394011737
2021-01-09,Zurich,Train,1021,13.96781148206442,2.848855205537312
2021-01-09,Zurich,Bus,1049,13.96781148206442,2.848855205537312
2021-01-09,Zurich,Tram,1019,13.96781148206442,2.848855205537312
2021-01-09,Zurich,Boat,1025,13.96781148206442,2.848855205537312
2021-01-09,Geneva,Train,975,13.96781148206442,2.848855205537312
2021-01-09,Geneva,Bus,996,13.96781148206442,2.848855205537312
2021-01-09,Geneva,Tram,1039,13.96781148206442,2.848855205537312
2021-01-09,Geneva,Boat,1073,13.96781148206442,2.848855205537312
2021-01-09,Basel,Train,1032,13.96781148206442,2.848855205537312
2021-01-09,Basel,Bus,1012,13.96781148206442,2.848855205537312
2021-01-09,Basel,Tram,937,13.96781148206442,2.848855205537312
2021-01-09,Basel,Boat,977,13.96781148206442,2.848855205537312
2021-01-09,Bern,Train,987,13.96781148206442,2.848855205537312
2021-01-09,Bern,Bus,991,13.96781148206442,2.848855205537312
2021-01-09,Bern,Tram,952,13.96781148206442,2.848855205537312
2021-01-09,Bern,Boat,1041,13.96781148206442,2.848855205537312
2021-01-09,Lausanne,Train,984,13.96781148206442,2.848855205537312
2021-01-09,Lausanne,Bus,1010,13.96781148206442,2.848855205537312
2021-01-09,Lausanne,Tram,940,13.96781148206442,2.848855205537312
2021-01-09,Lausanne,Boat,972,13.96781148206442,2.848855205537312
2021-01-10,Zurich,Train,959,19.105985019383724,1.0398807754342043
2021-01-10,Zurich,Bus,956,19.105985019383724,1.0398807754342043
2021-01-10,Zurich,Tram,992,19.105985019383724,1.0398807754342043
2021-01-10,Zurich,Boat,1013,19.105985019383724,1.0398807754342043
2021-01-10,Geneva,Train,1028,19.105985019383724,1.0398807754342043
2021-01-10,Geneva,Bus,975,19.105985019383724,1.0398807754342043
2021-01-10,Geneva,Tram,975,19.105985019383724,1.0398807754342043
2021-01-10,Geneva,Boat,1001,19.105985019383724,1.0398807754342043
2021-01-10,Basel,Train,1005,19.105985019383724,1.0398807754342043
2021-01-10,Basel,Bus,1019,19.105985019383724,1.0398807754342043
2021-01-10,Basel,Tram,987,19.105985019383724,1.0398807754342043
2021-01-10,Basel,Boat,1056,19.105985019383724,1.0398807754342043
2021-01-10,Bern,Train,974,19.105985019383724,1.0398807754342043
2021-01-10,Bern,Bus,976,19.105985019383724,1.0398807754342043
2021-01-10,Bern,Tram,1072,19.105985019383724,1.0398807754342043
2021-01-10,Bern,Boat,1018,19.105985019383724,1.0398807754342043
2021-01-10,Lausanne,Train,1022,19.105985019383724,1.0398807754342043
2021-01-10,Lausanne,Bus,978,19.105985019383724,1.0398807754342043
2021-01-10,Lausanne,Tram,988,19.105985019383724,1.0398807754342043
2021-01-10,Lausanne,Boat,974,19.105985019383724,1.0398807754342043
2021-01-11,Zurich,Train,995,16.440435711608778,9.07898457510628
2021-01-11,Zurich,Bus,1036,16.440435711608778,9.07898457510628
2021-01-11,Zurich,Tram,1000,16.440435711608778,9.07898457510628
2021-01-11,Zurich,Boat,1012,16.440435711608778,9.07898457510628
2021-01-11,Geneva,Train,1064,16.440435711608778,9.07898457510628
2021-01-11,Geneva,Bus,942,16.440435711608778,9.07898457510628
2021-01-11,Geneva,Tram,963,16.440435711608778,9.07898457510628
2021-01-11,Geneva,Boat,959,16.440435711608778,9.07898457510628
2021-01-11,Basel,Train,989,16.440435711608778,9.07898457510628
2021-01-11,Basel,Bus,979,16.440435711608778,9.07898457510628
2021-01-11,Basel,Tram,1047,16.440435711608778,9.07898457510628
2021-01-11,Basel,Boat,1005,16.440435711608778,9.07898457510628
2021-01-11,Bern,Train,996,16.440435711608778,9.07898457510628
2021-01-11,Bern,Bus,976,16.440435711608778,9.07898457510628
2021-01-11,Bern,Tram,982,16.440435711608778,9.07898457510628
2021-01-11,Bern,Boat,1002,16.440435711608778,9.07898457510628
2021-01-11,Lausanne,Train,985,16.440435711608778,9.07898457510628
2021-01-11,Lausanne,Bus,1040,16.440435711608778,9.07898457510628
2021-01-11,Lausanne,Tram,976,16.440435711608778,9.07898457510628
2021-01-11,Lausanne,Boat,953,16.440435711608778,9.07898457510628
2021-01-12,Zurich,Train,1023,29.54273506962975,7.090508098155446
2021-01-12,Zurich,Bus,1011,29.54273506962975,7.090508098155446
2021-01-12,Zurich,Tram,970,29.54273506962975,7.090508098155446
2021-01-12,Zurich,Boat,1016,29.54273506962975,7.090508098155446
2021-01-12,Geneva,Train,1004,29.54273506962975,7.090508098155446
2021-01-12,Geneva,Bus,1003,29.54273506962975,7.090508098155446
2021-01-12,Geneva,Tram,949,29.54273506962975,7.090508098155446
2021-01-12,Geneva,Boat,1011,29.54273506962975,7.090508098155446
2021-01-12,Basel,Train,971,29.54273506962975,7.090508098155446
2021-01-12,Basel,Bus,1007,29.54273506962975,7.090508098155446
2021-01-12,Basel,Tram,1016,29.54273506962975,7.090508098155446
2021-01-12,Basel,Boat,1009,29.54273506962975,7.090508098155446
2021-01-12,Bern,Train,1086,29.54273506962975,7.090508098155446
2021-01-12,Bern,Bus,1018,29.54273506962975,7.090508098155446
2021-01-12,Bern,Tram,1001,29.54273506962975,7.090508098155446
2021-01-12,Bern,Boat,1029,29.54273506962975,7.090508098155446
2021-01-12,Lausanne,Train,995,29.54273506962975,7.090508098155446
2021-01-12,Lausanne,Bus,1018,29.54273506962975,7.090508098155446
2021-01-12,Lausanne,Tram,973,29.54273506962975,7.090508098155446
2021-01-12,Lausanne,Boat,1011,29.54273506962975,7.090508098155446
2021-01-13,Zurich,Train,1011,22.61037725146993,6.152764266350972
2021-01-13,Zurich,Bus,1000,22.61037725146993,6.152764266350972
2021-01-13,Zurich,Tram,1004,22.61037725146993,6.152764266350972
2021-01-13,Zurich,Boat,1054,22.61037725146993,6.152764266350972
2021-01-13,Geneva,Train,966,22.61037725146993,6.152764266350972
2021-01-13,Geneva,Bus,1073,22.61037725146993,6.152764266350972
2021-01-13,Geneva,Tram,964,22.61037725146993,6.152764266350972
2021-01-13,Geneva,Boat,995,22.61037725146993,6.152764266350972
2021-01-13,Basel,Train,964,22.61037725146993,6.152764266350972
2021-01-13,Basel,Bus,995,22.61037725146993,6.152764266350972
2021-01-13,Basel,Tram,1018,22.61037725146993,6.152764266350972
2021-01-13,Basel,Boat,917,22.61037725146993,6.152764266350972
2021-01-13,Bern,Train,1023,22.61037725146993,6.152764266350972
2021-01-13,Bern,Bus,1016,22.61037725146993,6.152764266350972
2021-01-13,Bern,Tram,987,22.61037725146993,6.152764266350972
2021-01-13,Bern,Boat,989,22.61037725146993,6.152764266350972
2021-01-13,Lausanne,Train,966,22.61037725146993,6.152764266350972
2021-01-13,Lausanne,Bus,1017,22.61037725146993,6.152764266350972
2021-01-13,Lausanne,Tram,1010,22.61037725146993,6.152764266350972
2021-01-13,Lausanne,Boat,979,22.61037725146993,6.152764266350972
2021-01-14,Zurich,Train,1001,16.216750164928285,7.924989056089165
2021-01-14,Zurich,Bus,996,16.216750164928285,7.924989056089165
2021-01-14,Zurich,Tram,1100,16.216750164928285,7.924989056089165
2021-01-14,Zurich,Boat,951,16.216750164928285,7.924989056089165
2021-01-14,Geneva,Train,1008,16.216750164928285,7.924989056089165
2021-01-14,Geneva,Bus,986,16.216750164928285,7.924989056089165
2021-01-14,Geneva,Tram,1013,16.216750164928285,7.924989056089165
2021-01-14,Geneva,Boat,1026,16.216750164928285,7.924989056089165
2021-01-14,Basel,Train,985,16.216750164928285,7.924989056089165
2021-01-14,Basel,Bus,937,16.216750164928285,7.924989056089165
2021-01-14,Basel,Tram,994,16.216750164928285,7.924989056089165
2021-01-14,Basel,Boat,956,16.216750164928285,7.924989056089165
2021-01-14,Bern,Train,1008,16.216750164928285,7.924989056089165
2021-01-14,Bern,Bus,989,16.216750164928285,7.924989056089165
2021-01-14,Bern,Tram,1017,16.216750164928285,7.924989056089165
2021-01-14,Bern,Boat,1039,16.216750164928285,7.924989056089165
2021-01-14,Lausanne,Train,1000,16.216750164928285,7.924989056089165
2021-01-14,Lausanne,Bus,975,16.216750164928285,7.924989056089165
2021-01-14,Lausanne,Tram,1039,16.216750164928285,7.924989056089165
2021-01-14,Lausanne,Boat,997,16.216750164928285,7.924989056089165
2021-01-15,Zurich,Train,996,19.438632327454258,8.356460375834757
2021-01-15,Zurich,Bus,993,19.438632327454258,8.356460375834757
2021-01-15,Zurich,Tram,956,19.438632327454258,8.356460375834757
2021-01-15,Zurich,Boat,991,19.438632327454258,8.356460375834757
2021-01-15,Geneva,Train,1016,19.438632327454258,8.356460375834757
2021-01-15,Geneva,Bus,1020,19.438632327454258,8.356460375834757
2021-01-15,Geneva,Tram,991,19.438632327454258,8.356460375834757
2021-01-15,Geneva,Boat,1010,19.438632327454258,8.356460375834757
2021-01-15,Basel,Train,1033,19.438632327454258,8.356460375834757
2021-01-15,Basel,Bus,1021,19.438632327454258,8.356460375834757
2021-01-15,Basel,Tram,955,19.438632327454258,8.356460375834757
2021-01-15,Basel,Boat,991,19.438632327454258,8.356460375834757
2021-01-15,Bern,Train,954,19.438632327454258,8.356460375834757
2021-01-15,Bern,Bus,1019,19.438632327454258,8.356460375834757
2021-01-15,Bern,Tram,1081,19.438632327454258,8.356460375834757
2021-01-15,Bern,Boat,1040,19.438632327454258,8.356460375834757
2021-01-15,Lausanne,Train,1003,19.438632327454258,8.356460375834757
2021-01-15,Lausanne,Bus,1002,19.438632327454258,8.356460375834757
2021-01-15,Lausanne,Tram,969,19.438632327454258,8.356460375834757
2021-01-15,Lausanne,Boat,1002,19.438632327454258,8.356460375834757
2021-01-16,Zurich,Train,988,18.33674327374267,4.834589981710233
2021-01-16,Zurich,Bus,946,18.33674327374267,4.834589981710233
2021-01-16,Zurich,Tram,972,18.33674327374267,4.834589981710233
2021-01-16,Zurich,Boat,977,18.33674327374267,4.834589981710233
2021-01-16,Geneva,Train,939,18.33674327374267,4.834589981710233
2021-01-16,Geneva,Bus,964,18.33674327374267,4.834589981710233
2021-01-16,Geneva,Tram,1027,18.33674327374267,4.834589981710233
2021-01-16,Geneva,Boat,963,18.33674327374267,4.834589981710233
2021-01-16,Basel,Train,994,18.33674327374267,4.834589981710233
2021-01-16,Basel,Bus,986,18.33674327374267,4.834589981710233
2021-01-16,Basel,Tram,990,18.33674327374267,4.834589981710233
2021-01-16,Basel,Boat,1025,18.33674327374267,4.834589981710233
2021-01-16,Bern,Train,1000,18.33674327374267,4.834589981710233
2021-01-16,Bern,Bus,988,18.33674327374267,4.834589981710233
2021-01-16,Bern,Tram,1000,18.33674327374267,4.834589981710233
2021-01-16,Bern,Boat,979,18.33674327374267,4.834589981710233
2021-01-16,Lausanne,Train,956,18.33674327374267,4.834589981710233
2021-01-16,Lausanne,Bus,1010,18.33674327374267,4.834589981710233
2021-01-16,Lausanne,Tram,1043,18.33674327374267,4.834589981710233
2021-01-16,Lausanne,Boat,981,18.33674327374267,4.834589981710233
2021-01-17,Zurich,Train,1059,29.94079073157606,8.8118825140944
2021-01-17,Zurich,Bus,978,29.94079073157606,8.8118825140944
2021-01-17,Zurich,Tram,988,29.94079073157606,8.8118825140944
2021-01-17,Zurich,Boat,976,29.94079073157606,8.8118825140944
2021-01-17,Geneva,Train,1039,29.94079073157606,8.8118825140944
2021-01-17,Geneva,Bus,995,29.94079073157606,8.8118825140944
2021-01-17,Geneva,Tram,1043,29.94079073157606,8.8118825140944
2021-01-17,Geneva,Boat,1016,29.94079073157606,8.8118825140944
2021-01-17,Basel,Train,972,29.94079073157606,8.8118825140944
2021-01-17,Basel,Bus,1055,29.94079073157606,8.8118825140944
2021-01-17,Basel,Tram,996,29.94079073157606,8.8118825140944
2021-01-17,Basel,Boat,1027,29.94079073157606,8.8118825140944
2021-01-17,Bern,Train,961,29.94079073157606,8.8118825140944
2021-01-17,Bern,Bus,1036,29.94079073157606,8.8118825140944
2021-01-17,Bern,Tram,953,29.94079073157606,8.8118825140944
2021-01-17,Bern,Boat,982,29.94079073157606,8.8118825140944
2021-01-17,Lausanne,Train,993,29.94079073157606,8.8118825140944
2021-01-17,Lausanne,Bus,1006,29.94079073157606,8.8118825140944
2021-01-17,Lausanne,Tram,1009,29.94079073157606,8.8118825140944
2021-01-17,Lausanne,Boat,990,29.94079073157606,8.8118825140944
2021-01-18,Zurich,Train,976,12.948417362341992,9.164190107011054
2021-01-18,Zurich,Bus,992,12.948417362341992,9.164190107011054
2021-01-18,Zurich,Tram,1031,12.948417362341992,9.164190107011054
2021-01-18,Zurich,Boat,1076,12.948417362341992,9.164190107011054
2021-01-18,Geneva,Train,1047,12.948417362341992,9.164190107011054
2021-01-18,Geneva,Bus,987,12.948417362341992,9.164190107011054
2021-01-18,Geneva,Tram,980,12.948417362341992,9.164190107011054
2021-01-18,Geneva,Boat,955,12.948417362341992,9.164190107011054
2021-01-18,Basel,Train,968,12.948417362341992,9.164190107011054
2021-01-18,Basel,Bus,1024,12.948417362341992,9.164190107011054
2021-01-18,Basel,Tram,999,12.948417362341992,9.164190107011054
2021-01-18,Basel,Boat,993,12.948417362341992,9.164190107011054
2021-01-18,Bern,Train,972,12.948417362341992,9.164190107011054
2021-01-18,Bern,Bus,1030,12.948417362341992,9.164190107011054
2021-01-18,Bern,Tram,1010,12.948417362341992,9.164190107011054
2021-01-18,Bern,Boat,1022,12.948417362341992,9.164190107011054
2021-01-18,Lausanne,Train,1032,12.948417362341992,9.164190107011054
2021-01-18,Lausanne,Bus,1053,12.948417362341992,9.164190107011054
2021-01-18,Lausanne,Tram,980,12.948417362341992,9.164190107011054
2021-01-18,Lausanne,Boat,993,12.948417362341992,9.164190107011054
2021-01-19,Zurich,Train,954,18.13067701650901,2.715510954247814
2021-01-19,Zurich,Bus,998,18.13067701650901,2.715510954247814
2021-01-19,Zurich,Tram,1022,18.13067701650901,2.715510954247814
2021-01-19,Zurich,Boat,988,18.13067701650901,2.715510954247814
2021-01-19,Geneva,Train,1045,18.13067701650901,2.715510954247814
2021-01-19,Geneva,Bus,1054,18.13067701650901,2.715510954247814
2021-01-19,Geneva,Tram,967,18.13067701650901,2.715510954247814
2021-01-19,Geneva,Boat,961,18.13067701650901,2.715510954247814
2021-01-19,Basel,Train,1062,18.13067701650901,2.715510954247814
2021-01-19,Basel,Bus,979,18.13067701650901,2.715510954247814
2021-01-19,Basel,Tram,1009,18.13067701650901,2.715510954247814
2021-01-19,Basel,Boat,962,18.13067701650901,2.715510954247814
2021-01-19,Bern,Train,1042,18.13067701650901,2.715510954247814
2021-01-19,Bern,Bus,1048,18.13067701650901,2.715510954247814
2021-01-19,Bern,Tram,1003,18.13067701650901,2.715510954247814
2021-01-19,Bern,Boat,983,18.13067701650901,2.715510954247814
2021-01-19,Lausanne,Train,994,18.13067701650901,2.715510954247814
2021-01-19,Lausanne,Bus,1053,18.13067701650901,2.715510954247814
2021-01-19,Lausanne,Tram,1022,18.13067701650901,2.715510954247814
2021-01-19,Lausanne,Boat,1007,18.13067701650901,2.715510954247814
2021-01-20,Zurich,Train,1029,6.459042606982752,6.075453597907943
2021-01-20,Zurich,Bus,1026,6.459042606982752,6.075453597907943
2021-01-20,Zurich,Tram,961,6.459042606982752,6.075453597907943
2021-01-20,Zurich,Boat,995,6.459042606982752,6.075453597907943
2021-01-20,Geneva,Train,995,6.459042606982752,6.075453597907943
2021-01-20,Geneva,Bus,1011,6.459042606982752,6.075453597907943
2021-01-20,Geneva,Tram,1040,6.459042606982752,6.075453597907943
2021-01-20,Geneva,Boat,991,6.459042606982752,6.075453597907943
2021-01-20,Basel,Train,1031,6.459042606982752,6.075453597907943
2021-01-20,Basel,Bus,971,6.459042606982752,6.075453597907943
2021-01-20,Basel,Tram,1042,6.459042606982752,6.075453597907943
2021-01-20,Basel,Boat,957,6.459042606982752,6.075453597907943
2021-01-20,Bern,Train,966,6.459042606982752,6.075453597907943
2021-01-20,Bern,Bus,1048,6.459042606982752,6.075453597907943
2021-01-20,Bern,Tram,1040,6.459042606982752,6.075453597907943
2021-01-20,Bern,Boat,988,6.459042606982752,6.075453597907943
2021-01-20,Lausanne,Train,1025,6.459042606982752,6.075453597907943
2021-01-20,Lausanne,Bus,1014,6.459042606982752,6.075453597907943
2021-01-20,Lausanne,Tram,999,6.459042606982752,6.075453597907943
2021-01-20,Lausanne,Boat,1005,6.459042606982752,6.075453597907943
2021-01-21,Zurich,Train,1021,-10.529898158340783,5.265840288204692
2021-01-21,Zurich,Bus,1027,-10.529898158340783,5.265840288204692
2021-01-21,Zurich,Tram,1049,-10.529898158340783,5.265840288204692
2021-01-21,Zurich,Boat,984,-10.529898158340783,5.265840288204692
2021-01-21,Geneva,Train,998,-10.529898158340783,5.265840288204692
2021-01-21,Geneva,Bus,981,-10.529898158340783,5.265840288204692
2021-01-21,Geneva,Tram,984,-10.529898158340783,5.265840288204692
2021-01-21,Geneva,Boat,961,-10.529898158340783,5.265840288204692
